,tourney_year_id,tourney_order,tourney_slug,tourney_url_suffix,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
120,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,Round of 128,7,58,Gilles Simon,sd32,gilles-simon,Marius Copil,ca99,marius-copil,,,75 64 63,3,0,19,12,0,0,2018-580-sd32-ca99,/en/scores/2018/580/MS073/match-stats
121,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,Round of 128,7,59,Tim Smyczek,sf62,tim-smyczek,Alexei Popyrin,p09z,alexei-popyrin,WC,WC,63 67(14) 63 63,3,1,24,16,0,1,2018-580-sf62-p09z,/en/scores/2018/580/MS106/match-stats
122,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,Round of 128,7,60,Lorenzo Sonego,su87,lorenzo-sonego,Robin Haase,h756,robin-haase,Q,,63 75 67(6) 75,3,1,26,20,0,1,2018-580-su87-h756,/en/scores/2018/580/MS125/match-stats
123,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,Round of 128,7,61,Joao Sousa,sh90,joao-sousa,Dustin Brown,ba65,dustin-brown,,Q,64 63 46 67(4) 61,3,2,28,21,0,1,2018-580-sh90-ba65,/en/scores/2018/580/MS078/match-stats
124,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,Round of 128,7,62,Jan-Lennard Struff,sl28,jan-lennard-struff,Soonwoo Kwon,kf17,soonwoo-kwon,,WC,61 62 64,3,0,18,7,0,0,2018-580-sl28-kf17,/en/scores/2018/580/MS126/match-stats
125,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,Round of 128,7,63,Viktor Troicki,t840,viktor-troicki,Alex Bolt,bi81,alex-bolt,,WC,67(2) 46 62 63 64,3,2,28,22,0,1,2018-580-t840-bi81,/en/scores/2018/580/MS085/match-stats
126,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,Round of 128,7,64,Jiri Vesely,v708,jiri-vesely,Vaclav Safranek,sn77,vaclav-safranek,,Q,64 63 63,3,0,18,10,0,0,2018-580-v708-sn77,/en/scores/2018/580/MS098/match-stats
127,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,1,Quentin Halys,hb64,quentin-halys,Bjorn Fratangelo,f811,bjorn-fratangelo,22,4,75 61,2,0,13,6,0,0,2018-580-hb64-f811,/en/scores/2018/580/QS019/match-stats
128,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,2,Vasek Pospisil,pd07,vasek-pospisil,Ramkumar Ramanathan,rb56,ramkumar-ramanathan,5,28,64 46 64,2,1,16,14,0,0,2018-580-pd07-rb56,/en/scores/2018/580/QS020/match-stats
129,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,3,Casper Ruud,rh16,casper-ruud,Ernesto Escobedo,e873,ernesto-escobedo,25,11,62 67(2) 61,2,1,18,10,0,1,2018-580-rh16-e873,/en/scores/2018/580/QS026/match-stats
130,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,4,Ruben Bemelmans,be54,ruben-bemelmans,Duckhee Lee,le01,duckhee-lee,13,,64 64,2,0,12,8,0,0,2018-580-be54-le01,/en/scores/2018/580/QS028/match-stats
131,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,5,Yuki Bhambri,bf55,yuki-bhambri,Peter Polansky,pb22,peter-polansky,15,26,16 63 63,2,1,13,12,0,0,2018-580-bf55-pb22,/en/scores/2018/580/QS030/match-stats
132,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,6,Dustin Brown,ba65,dustin-brown,Stefan Kozlov,ke64,stefan-kozlov,17,,64 36 63,2,1,15,13,0,0,2018-580-ba65-ke64,/en/scores/2018/580/QS025/match-stats
133,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,7,Denis Kudla,kb09,denis-kudla,Matteo Berrettini,bk40,matteo-berrettini,,20,46 63 75,2,1,17,14,0,0,2018-580-kb09-bk40,/en/scores/2018/580/QS022/match-stats
134,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,8,Elias Ymer,y218,elias-ymer,Darian King,kc86,darian-king,27,,63 64,2,0,12,7,0,0,2018-580-y218-kc86,/en/scores/2018/580/QS024/match-stats
135,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,9,Lorenzo Sonego,su87,lorenzo-sonego,Bernard Tomic,ta46,bernard-tomic,,29,61 67(5) 64,2,1,18,12,0,1,2018-580-su87-ta46,/en/scores/2018/580/QS027/match-stats
136,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,10,Matthias Bachinger,bc65,matthias-bachinger,Alejandro Gonzalez,g892,alejandro-gonzalez,,PR,61 64,2,0,12,5,0,0,2018-580-bc65-g892,/en/scores/2018/580/QS031/match-stats
137,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,11,Salvatore Caruso,ce25,salvatore-caruso,Mathias Bourgue,bk19,mathias-bourgue,,,36 76(5) 64,2,1,16,16,1,0,2018-580-ce25-bk19,/en/scores/2018/580/QS016/match-stats
138,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,12,Kevin King,kb14,kevin-king,John-Patrick Smith,sj55,john-patrick-smith,,,64 76(6),2,0,13,10,1,0,2018-580-kb14-sj55,/en/scores/2018/580/QS021/match-stats
139,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,13,Mackenzie McDonald,mk66,mackenzie-mcdonald,Stephane Robert,r612,stephane-robert,,,76(5) 67(7) 64,2,1,19,17,1,1,2018-580-mk66-r612,/en/scores/2018/580/QS023/match-stats
140,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,14,Jaume Munar,mu94,jaume-munar,Bradley Mousley,mn44,bradley-mousley,,WC,75 62,2,0,13,7,0,0,2018-580-mu94-mn44,/en/scores/2018/580/QS018/match-stats
141,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,15,Dennis Novak,db59,dennis-novak,Go Soeda,sc47,go-soeda,,,46 62 62,2,1,16,10,0,0,2018-580-db59-sc47,/en/scores/2018/580/QS017/match-stats
142,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,3rd Round Qualifying,8,16,Vaclav Safranek,sn77,vaclav-safranek,Andrea Collarini,cc66,andrea-collarini,,,76(5) 62,2,0,13,8,1,0,2018-580-sn77-cc66,/en/scores/2018/580/QS029/match-stats
143,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,1,Mathias Bourgue,bk19,mathias-bourgue,Taylor Fritz,fb98,taylor-fritz,,1,76(3) 06 64,2,1,13,16,1,0,2018-580-bk19-fb98,/en/scores/2018/580/QS032/match-stats
144,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,2,Bjorn Fratangelo,f811,bjorn-fratangelo,Zsombor Piros,p09o,zsombor-piros,4,WC,63 64,2,0,12,7,0,0,2018-580-f811-p09o,/en/scores/2018/580/QS038/match-stats
145,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,3,Vasek Pospisil,pd07,vasek-pospisil,Stefano Napolitano,n679,stefano-napolitano,5,,61 67(5) 75,2,1,19,13,0,1,2018-580-pd07-n679,/en/scores/2018/580/QS040/match-stats
146,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,4,John-Patrick Smith,sj55,john-patrick-smith,Cameron Norrie,n771,cameron-norrie,,6,64 62,2,0,12,6,0,0,2018-580-sj55-n771,/en/scores/2018/580/QS042/match-stats
147,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,5,Darian King,kc86,darian-king,Alexander Bublik,bk92,alexander-bublik,,9,75 60,2,0,13,5,0,0,2018-580-kc86-bk92,/en/scores/2018/580/QS048/match-stats
148,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,6,Stefan Kozlov,ke64,stefan-kozlov,Yannick Hanfmann,h997,yannick-hanfmann,,10,46 76(2) 64,2,1,17,16,1,0,2018-580-ke64-h997,/en/scores/2018/580/QS050/match-stats
149,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,7,Ernesto Escobedo,e873,ernesto-escobedo,Alessandro Giannessi,g983,alessandro-giannessi,11,,63 62,2,0,12,5,0,0,2018-580-e873-g983,/en/scores/2018/580/QS052/match-stats
150,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,8,Ruben Bemelmans,be54,ruben-bemelmans,Viktor Galovic,gb61,viktor-galovic,13,,57 63 75,2,1,18,15,0,0,2018-580-be54-gb61,/en/scores/2018/580/QS056/match-stats
151,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,9,Yuki Bhambri,bf55,yuki-bhambri,Carlos Taberner,te16,carlos-taberner,15,,60 62,2,0,12,2,0,0,2018-580-bf55-te16,/en/scores/2018/580/QS060/match-stats
152,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,10,Dustin Brown,ba65,dustin-brown,Di Wu,w571,di-wu,17,,36 64 76(16),2,1,16,16,1,0,2018-580-ba65-w571,/en/scores/2018/580/QS051/match-stats
153,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,11,Matteo Berrettini,bk40,matteo-berrettini,Hubert Hurkacz,hb71,hubert-hurkacz,20,,76(5) 63,2,0,13,9,1,0,2018-580-bk40-hb71,/en/scores/2018/580/QS045/match-stats
154,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,12,Jaume Munar,mu94,jaume-munar,Stefano Travaglia,ta12,stefano-travaglia,,21,62 62,2,0,12,4,0,0,2018-580-mu94-ta12,/en/scores/2018/580/QS037/match-stats
155,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,13,Quentin Halys,hb64,quentin-halys,Pedja Krstin,kd70,pedja-krstin,22,,46 63 60,2,1,16,9,0,0,2018-580-hb64-kd70,/en/scores/2018/580/QS039/match-stats
156,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,14,Salvatore Caruso,ce25,salvatore-caruso,Norbert Gombos,gb93,norbert-gombos,,24,36 63 63,2,1,15,12,0,0,2018-580-ce25-gb93,/en/scores/2018/580/QS033/match-stats
157,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,15,Casper Ruud,rh16,casper-ruud,Dmitry Popko,pg20,dmitry-popko,25,,75 63,2,0,13,8,0,0,2018-580-rh16-pg20,/en/scores/2018/580/QS053/match-stats
158,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,16,Peter Polansky,pb22,peter-polansky,Christian Harrison,hb05,christian-harrison,26,,62 75,2,0,13,7,0,0,2018-580-pb22-hb05,/en/scores/2018/580/QS061/match-stats
159,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,17,Elias Ymer,y218,elias-ymer,Dennis Novikov,n674,dennis-novikov,27,,67(3) 63 63,2,1,18,13,0,1,2018-580-y218-n674,/en/scores/2018/580/QS049/match-stats
160,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,18,Ramkumar Ramanathan,rb56,ramkumar-ramanathan,Gleb Sakharov,sj22,gleb-sakharov,28,,64 76(10),2,0,13,10,1,0,2018-580-rb56-sj22,/en/scores/2018/580/QS041/match-stats
161,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,19,Bernard Tomic,ta46,bernard-tomic,Tommy Paul,pl56,tommy-paul,29,,60 67(5) 76(4),2,1,19,13,1,1,2018-580-ta46-pl56,/en/scores/2018/580/QS055/match-stats
162,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,20,Matthias Bachinger,bc65,matthias-bachinger,James Duckworth,d994,james-duckworth,,PR,64 64,2,0,12,8,0,0,2018-580-bc65-d994,/en/scores/2018/580/QS062/match-stats
163,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,21,Andrea Collarini,cc66,andrea-collarini,Federico Gaio,gb53,federico-gaio,,,63 67(4) 64,2,1,18,14,0,1,2018-580-cc66-gb53,/en/scores/2018/580/QS058/match-stats
164,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,22,Alejandro Gonzalez,g892,alejandro-gonzalez,Calvin Hemery,hb48,calvin-hemery-,PR,,63 64,2,0,12,7,0,0,2018-580-g892-hb48,/en/scores/2018/580/QS063/match-stats
165,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,23,Kevin King,kb14,kevin-king,Zdenek Kolar,kh56,zdenek-kolar,,,61 76(2),2,0,13,7,1,0,2018-580-kb14-kh56,/en/scores/2018/580/QS043/match-stats
166,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,24,Denis Kudla,kb09,denis-kudla,Tobias Kamke,k839,tobias-kamke,,,62 75,2,0,13,7,0,0,2018-580-kb09-k839,/en/scores/2018/580/QS044/match-stats
167,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,25,Duckhee Lee,le01,duckhee-lee,Frank Dancevic,d499,frank-dancevic,,PR,46 76(8) 63,2,1,17,15,1,0,2018-580-le01-d499,/en/scores/2018/580/QS057/match-stats
168,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,26,Mackenzie McDonald,mk66,mackenzie-mcdonald,Jozef Kovalik,kc04,jozef-kovalik,,,62 62,2,0,12,4,0,0,2018-580-mk66-kc04,/en/scores/2018/580/QS046/match-stats
169,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,27,Bradley Mousley,mn44,bradley-mousley,Ricardo Ojeda Lara,o408,ricardo-ojeda-lara,WC,,57 63 64,2,1,17,14,0,0,2018-580-mn44-o408,/en/scores/2018/580/QS036/match-stats
170,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,28,Dennis Novak,db59,dennis-novak,Danilo Petrovic,pe02,danilo-petrovic,,,67(5) 64 75,2,1,19,16,0,1,2018-580-db59-pe02,/en/scores/2018/580/QS034/match-stats
171,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,29,Stephane Robert,r612,stephane-robert,Karim-Mohamed Maamoun,mj70,karim-mohamed-maamoun-,,,46 62 42 (RET),2,1,14,10,0,0,2018-580-r612-mj70,/en/scores/2018/580/QS047/match-stats
172,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,30,Vaclav Safranek,sn77,vaclav-safranek,Andrew Whittington,w630,andrew-whittington,,,62 63,2,0,12,5,0,0,2018-580-sn77-w630,/en/scores/2018/580/QS059/match-stats
173,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,31,Go Soeda,sc47,go-soeda,Alexey Vatutin,v717,alexey-vatutin,,,63 60,2,0,12,3,0,0,2018-580-sc47-v717,/en/scores/2018/580/QS035/match-stats
174,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,2nd Round Qualifying,9,32,Lorenzo Sonego,su87,lorenzo-sonego,Mohamed Safwat,sk47,mohamed-safwat,,,63 76(5),2,0,13,9,1,0,2018-580-su87-sk47,/en/scores/2018/580/QS054/match-stats
175,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,1,Taylor Fritz,fb98,taylor-fritz,Sam Groth,g940,sam-groth,1,,64 36 76(3),2,1,16,16,1,0,2018-580-fb98-g940,/en/scores/2018/580/QS064/match-stats
176,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,2,Danilo Petrovic,pe02,danilo-petrovic,Nicolas Mahut,m873,nicolas-mahut,,2,76(4) 63,2,0,13,9,1,0,2018-580-pe02-m873,/en/scores/2018/580/QS068/match-stats
177,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,3,Bradley Mousley,mn44,bradley-mousley,Marco Cecchinato,cf01,marco-cecchinato,WC,3,63 76(3),2,0,13,9,1,0,2018-580-mn44-cf01,/en/scores/2018/580/QS072/match-stats
178,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,4,Bjorn Fratangelo,f811,bjorn-fratangelo,Mitchell Krueger,kc12,mitchell-krueger,4,,76(4) 63,2,0,13,9,1,0,2018-580-f811-kc12,/en/scores/2018/580/QS076/match-stats
179,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,5,Vasek Pospisil,pd07,vasek-pospisil,Lorenzo Giustino,ga79,lorenzo-giustino,5,,75 76(5),2,0,14,11,1,0,2018-580-pd07-ga79,/en/scores/2018/580/QS080/match-stats
180,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,6,Cameron Norrie,n771,cameron-norrie,Filip Peliwo,pf65,filip-peliwo,6,,61 67(4) 64,2,1,18,12,0,1,2018-580-n771-pf65,/en/scores/2018/580/QS084/match-stats
181,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,7,Denis Kudla,kb09,denis-kudla,Roberto Carballes Baena,cf59,roberto-carballes-baena,,7,63 75,2,0,13,8,0,0,2018-580-kb09-cf59,/en/scores/2018/580/QS088/match-stats
182,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,8,Jozef Kovalik,kc04,jozef-kovalik,Gastao Elias,e698,gastao-elias,,8,62 62,2,0,12,4,0,0,2018-580-kc04-e698,/en/scores/2018/580/QS092/match-stats
183,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,9,Alexander Bublik,bk92,alexander-bublik,Goncalo Oliveira,o482,goncalo-oliveira,9,,63 16 63,2,1,13,12,0,0,2018-580-bk92-o482,/en/scores/2018/580/QS096/match-stats
184,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,10,Yannick Hanfmann,h997,yannick-hanfmann,Evan King,kb37,evan-king,10,,61 76(8),2,0,13,7,1,0,2018-580-h997-kb37,/en/scores/2018/580/QS100/match-stats
185,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,11,Ernesto Escobedo,e873,ernesto-escobedo,Pablo Andujar,a596,pablo-andujar,11,PR,62 62,2,0,12,4,0,0,2018-580-e873-a596,/en/scores/2018/580/QS104/match-stats
186,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,12,Lorenzo Sonego,su87,lorenzo-sonego,Thiago Monteiro,mj08,thiago-monteiro,,12,75 63,2,0,13,8,0,0,2018-580-su87-mj08,/en/scores/2018/580/QS108/match-stats
187,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,13,Ruben Bemelmans,be54,ruben-bemelmans,Kamil Majchrzak,mq75,kamil-majchrzak,13,,75 57 75,2,1,19,17,0,0,2018-580-be54-mq75,/en/scores/2018/580/QS112/match-stats
188,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,14,Federico Gaio,gb53,federico-gaio,Henri Laaksonen,l949,henri-laaksonen,,14,64 63,2,0,12,7,0,0,2018-580-gb53-l949,/en/scores/2018/580/QS116/match-stats
189,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,15,Yuki Bhambri,bf55,yuki-bhambri,Brayden Schnur,sp24,brayden-schnur,15,,16 63 64,2,1,13,13,0,0,2018-580-bf55-sp24,/en/scores/2018/580/QS120/match-stats
190,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,16,Matthias Bachinger,bc65,matthias-bachinger,Sergiy Stakhovsky,sc77,sergiy-stakhovsky,,16,46 76(4) 63,2,1,17,15,1,0,2018-580-bc65-sc77,/en/scores/2018/580/QS124/match-stats
191,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,17,Dustin Brown,ba65,dustin-brown,Guido Andreozzi,a887,guido-andreozzi,17,,63 36 63,2,1,15,12,0,0,2018-580-ba65-a887,/en/scores/2018/580/QS103/match-stats
192,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,18,Frank Dancevic,d499,frank-dancevic,Adrian Menendez-Maceiras,mb53,adrian-menendez-maceiras,PR,18,36 76(6) 63,2,1,16,15,1,0,2018-580-d499-mb53,/en/scores/2018/580/QS115/match-stats
193,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,19,Alejandro Gonzalez,g892,alejandro-gonzalez,Mirza Basic,be67,mirza-basic,PR,19,76(2) 62,2,0,13,8,1,0,2018-580-g892-be67,/en/scores/2018/580/QS127/match-stats
194,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,20,Matteo Berrettini,bk40,matteo-berrettini,Liam Broady,bi23,liam-broady,20,,57 63 76(5),2,1,18,16,1,0,2018-580-bk40-bi23,/en/scores/2018/580/QS091/match-stats
195,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,21,Stefano Travaglia,ta12,stefano-travaglia,Nikola Milojevic,mm66,nikola-milojevic,21,,64 67(5) 64,2,1,18,15,0,1,2018-580-ta12-mm66,/en/scores/2018/580/QS075/match-stats
196,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,22,Quentin Halys,hb64,quentin-halys,Marco Trungelliti,ta29,marco-trungelliti,22,,62 57 76(4),2,1,18,15,1,0,2018-580-hb64-ta29,/en/scores/2018/580/QS079/match-stats
197,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,23,Go Soeda,sc47,go-soeda,Oscar Otte,o449,oscar-otte,,23,63 76(5),2,0,13,9,1,0,2018-580-sc47-o449,/en/scores/2018/580/QS071/match-stats
198,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,24,Norbert Gombos,gb93,norbert-gombos,Maverick Banes,bh87,maverick-banes,24,WC,67(5) 64 76(5),2,1,19,17,1,1,2018-580-gb93-bh87,/en/scores/2018/580/QS067/match-stats
199,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,25,Casper Ruud,rh16,casper-ruud,Tatsuma Ito,i230,tatsuma-ito,25,,46 61 64,2,1,16,11,0,0,2018-580-rh16-i230,/en/scores/2018/580/QS107/match-stats
200,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,26,Peter Polansky,pb22,peter-polansky,Joao Domingues,d985,joao-domingues,26,,76(2) 64,2,0,13,10,1,0,2018-580-pb22-d985,/en/scores/2018/580/QS123/match-stats
201,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,27,Elias Ymer,y218,elias-ymer,Kenny De Schepper,d750,kenny-de-schepper,27,,62 76(2),2,0,13,8,1,0,2018-580-y218-d750,/en/scores/2018/580/QS099/match-stats
202,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,28,Ramkumar Ramanathan,rb56,ramkumar-ramanathan,Bradley Klahn,ka98,bradley-klahn,28,,67(6) 76(3) 62,2,1,19,15,1,1,2018-580-rb56-ka98,/en/scores/2018/580/QS083/match-stats
203,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,29,Bernard Tomic,ta46,bernard-tomic,Vincent Millot,me31,vincent-millot,29,,61 63,2,0,12,4,0,0,2018-580-ta46-me31,/en/scores/2018/580/QS111/match-stats
204,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,30,Stephane Robert,r612,stephane-robert,Sebastian Ofner,o513,sebastian-ofner,,30,76(5) 75,2,0,14,11,1,0,2018-580-r612-o513,/en/scores/2018/580/QS095/match-stats
205,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,31,Kevin King,kb14,kevin-king,Uladzimir Ignatik,i236,uladzimir-ignatik,,31,76(2) 62,2,0,13,8,1,0,2018-580-kb14-i236,/en/scores/2018/580/QS087/match-stats
206,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,32,Vaclav Safranek,sn77,vaclav-safranek,Renzo Olivo,o376,renzo-olivo,,32,76(2) 62,2,0,13,8,1,0,2018-580-sn77-o376,/en/scores/2018/580/QS119/match-stats
207,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,33,Mathias Bourgue,bk19,mathias-bourgue,Arthur De Greef,d981,arthur-de-greef,,,36 63 64,2,1,15,13,0,0,2018-580-bk19-d981,/en/scores/2018/580/QS065/match-stats
208,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,34,Salvatore Caruso,ce25,salvatore-caruso,Cem Ilkel,i306,cem-ilkel,,,62 64,2,0,12,6,0,0,2018-580-ce25-i306,/en/scores/2018/580/QS066/match-stats
209,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,35,Andrea Collarini,cc66,andrea-collarini,Joao Souza,sg64,joao-souza,,,67(5) 62 64,2,1,18,13,0,1,2018-580-cc66-sg64,/en/scores/2018/580/QS117/match-stats
210,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,36,James Duckworth,d994,james-duckworth,Omar Jasika,j553,omar-jasika,PR,WC,62 64,2,0,12,6,0,0,2018-580-d994-j553,/en/scores/2018/580/QS125/match-stats
211,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,37,Viktor Galovic,gb61,viktor-galovic,Miomir Kecmanovic,ki95,miomir-kecmanovic,,,46 76(5) 64,2,1,17,16,1,0,2018-580-gb61-ki95,/en/scores/2018/580/QS113/match-stats
212,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,38,Alessandro Giannessi,g983,alessandro-giannessi,Sumit Nagal,n897,sumit-nagal,,,76(5) 36 63,2,1,16,15,1,0,2018-580-g983-n897,/en/scores/2018/580/QS105/match-stats
213,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,39,Christian Harrison,hb05,christian-harrison,Reilly Opelka,o522,reilly-opelka,,,76(0) 76(8),2,0,14,12,2,0,2018-580-hb05-o522,/en/scores/2018/580/QS122/match-stats
